Label,NodeID,knowledge,experiance,periode
0,s1_f1,0,0.5,1
1,s1_f2,0.995412,0.5,1
0,s1_h1,0,0.5,1
0.2,s1_h2,0.481032,0.5,1
1,s2_f1,0.99633,0.5,1
1,s2_f2,0.99633,0.5,1
1,s2_h1,0.995412,0.5,1
1,s2_h2,0.997935,0.5,1
1,s3_f1,0.999082,0.5,1
0,s3_f2,0.261524,0.5,1
1,s3_h1,0.999082,0.5,1
1,s3_h2,0.997935,0.5,1
1,s4_f1,0.995412,0.5,1
1,s4_f2,0.999082,0.5,1
1,s4_h1,0.99633,0.5,1
1,s4_h2,0.999312,0.5,1
0.6,s1_f3,0.700637,0.5,1
1,s1_h3,0.997935,0.5,1
1,s1_h4,0.999082,0.5,1
1,s2_f3,0.992659,0.5,1
1,s2_h3,0.996559,0.5,1
1,s2_h4,0.998165,0.5,1
1,s3_f3,0.999082,0.5,1
1,s3_h3,0.995183,0.5,1
1,s3_h4,0.999082,0.5,1
1,s4_f3,0.999082,0.5,1
0.2,s4_h3,0.481032,0.5,1
0.6,s4_h4,0.489957,0.5,1
0.6,s1_f4,0.702472,0.5,1
0,s1_h5,0,0.5,1
1,s2_f4,0.994494,0.5,1
1,s2_h5,1,0.5,1
1,s3_f4,1,0.5,1
1,s3_h5,1,0.5,1
1,s4_f4,1,0.5,1
1,s4_h5,0.997247,0.5,1
0.2,s1_f5,0.367848,0.5,1
1,s2_f5,0.99633,0.5,1
1,s3_f5,0.999082,0.5,1
1,s4_f5,0.995412,0.5,1
0.2,s1_f1,0.261524,0.290382,2
0,s1_f2,0,0.707694,2
1,s1_h1,0.998899,0.290382,2
0.6,s1_h2,0.699031,0.492048,2
1,s2_f1,0.99633,0.708079,2
1,s2_f2,0.997247,0.708079,2
1,s2_h1,0.997798,0.707694,2
1,s2_h2,0.997935,0.708752,2
1,s3_f1,0.999082,0.709233,2
1,s3_f2,1,0.400022,2
0,s3_h1,0.261524,0.709233,2
1,s3_h2,0.997935,0.708752,2
1,s4_f1,0.995412,0.707694,2
1,s4_f2,1,0.709233,2
1,s4_h1,0.998899,0.708079,2
1,s4_h2,0.999312,0.709329,2
1,s1_f3,0.998165,0.584114,2
0,s1_h3,0.261524,0.708752,2
1,s1_h4,0.998624,0.709233,2
1,s2_f3,0.992659,0.70654,2
1,s2_h3,0.997247,0.708175,2
