SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
h4,f4,1,0.5,0.5,0.801733,0.5,0.5
f2,f4,1,0.5,0.25,0.292101,0.5,0.5
f2,f5,1,0.5,0.75,0.0994279,0.5,0.5
f2,h1,1,0.5,0.25,0.556362,0.5,0.5
f5,f4,1,0.5,0.333333,0.552963,0.5,0.5
f5,h1,1,0.5,0.333333,0.269286,0.5,0.5
f1,f4,1,0.5,0.333333,0.163344,0.5,0.5
f1,f5,1,0.5,0.666667,0.0983332,0.5,0.5
f1,h1,1,0.5,0,0.750855,0.5,0.5
h3,f1,1,0.5,0.5,0.659381,0.5,0.5
h3,f4,1,0.5,0.5,0.440104,0.5,0.5
h3,f5,1,0.5,0,0.225157,0.5,0.5
h3,h1,1,0.5,0.5,0.550043,0.5,0.5
h1,f2,1,0.5,0.5,0.556362,0.5,0.5
h1,f3,1,0.5,0.5,0.4744,0.5,0.5
h1,f4,1,0.5,0.5,0.212492,0.5,0.5
h1,f5,1,0.5,0.5,0.269286,0.5,0.5
h5,f2,1,0.5,0.333333,0.191639,0.5,0.5
h5,f3,1,0.5,0.333333,0.517238,0.5,0.5
h5,f4,1,0.5,0.333333,0.793936,0.5,0.5
h5,f5,1,0.5,0.333333,0.750669,0.5,0.5
h5,h1,1,0.5,0.333333,0.228055,0.5,0.5
h5,f4,1,0.5,0.333333,0.793936,0.5,0.5
h5,f5,1,0.5,0.333333,0.750669,0.5,0.5
h5,f3,1,0.5,0.333333,0.517238,0.5,0.5
h5,h1,1,0.5,0.333333,0.228055,0.5,0.5
h5,f2,1,0.5,0.333333,0.191639,0.5,0.5
h2,f3,2,0.900291,0.5,0.428662,0.5,0.5
h2,h1,2,0.900291,0.5,0.43937,0.5,0.5
h1,f3,2,0.900291,0.5,0.4744,0.5,0.5
f1,h1,2,0.900291,0,0.750855,0.5,0.5
f1,f2,2,0.901027,0.666667,0.742268,0.5,0.5
f1,f5,2,0.899923,0.666667,0.0983332,0.5,0.5
h1,f2,2,0.901027,0.5,0.556362,0.5,0.7
h1,f5,2,0.899923,0.5,0.269286,0.5,0.5
h3,f1,2,0.901027,0.5,0.659381,0.5,0.7
h3,f5,2,0.899923,0,0.225157,0.5,0.5
h3,f2,3,0.94252,0.5,0.851998,0.5,0.5
h3,f3,3,0.941708,0.5,0.805921,0.5,0.5
f1,f2,3,0.94252,0.666667,0.742268,0.5,0.5
f1,f3,3,0.941708,0.333333,0.502559,0.5,0.5
f1,f5,3,0.941302,0.666667,0.0983332,0.5,0.7
f1,h2,3,0.942333,0.333333,0.685799,0.5,0.5
f1,f5,3,0.941302,0.666667,0.0983332,0.5,0.7
f1,f2,3,0.94252,0.666667,0.742268,0.5,0.5
f1,h2,3,0.942333,0.333333,0.685799,0.5,0.5
f1,f3,3,0.941708,0.333333,0.502559,0.5,0.5
h4,f2,3,0.94252,0.5,0.490369,0.5,0.5
h4,f3,3,0.941708,0.5,0.83245,0.5,0.5
h4,f5,3,0.941302,0,0.480404,0.5,0.5
h4,h1,3,0.942444,0.5,0.367107,0.5,0.5
h4,h2,3,0.942333,0,0.261497,0.5,0.5
h4,f2,3,0.94252,0.5,0.490369,0.5,0.5
